"Name,Checked Out By,Checked Out In,Revision,Modified,Doc ID"
"AnyDesk (1),ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,,09/02/2023 09:46:34,"
"Cisco Webex Meetings,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274917"
"Cognos Portal,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274918"
"Products,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274932"
"PRJ-0659-Flexi-Q PDVR for PTGX -Documentation Check List,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274931"
"PRJ-0003-Genotropin Injector pen-Design Review Record - DRR Mech DDR,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274930"
"COMMIT Gantt,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274919"
"Complete Search - Full,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274920"
"debug,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274921"
"Elcam-letterhead-IL-2021,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,,09/02/2023 09:46:34,"
"Elcam_Corporate_2022_final_short,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274922"
"Elcam_E3D_letterhead_A4,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274923"
"Elcam_template_2021_NEW,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274924"
"Elephant,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,,09/02/2023 09:46:34,"
"ePDM_Elcam - Shortcut,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274925"
"סיכומי מנהלות - Shortcut,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274950"
"genesis,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,,09/02/2023 09:46:34,"
"LMS,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274926"
"M3,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274927"
"Microsoft Teams,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274928"
"Phone List,ayelet.ts,PMO-AYELET-W10   C:\ePDM_Elcam\Projects\PRJ-0646-Somatrogon Injector pen\Desktop,-,09/02/2023 09:46:34,Doc-274929"
"2101277901 מתוקן,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0597-Val-1701-1W bodies from mold 91 to newer molds,1,13/04/2021 10:52:11,Doc-223716"
"427831- 2194071901 (2),ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0639--Val-1586-Sub Ass of the new body pf SAP for US weld,1,27/09/2021 08:14:25,Doc-240016"
"2194064801,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0651-Val-1691_IQ_New design of FD and Transducer Cap-ניסוי בחינת  תכן פקק חדש במוצר טרנסדיוסר,1,29/07/2021 09:06:04,Doc-228857"
"2194064701,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0651-Val-1691_IQ_New design of FD and Transducer Cap-ניסוי בחינת  תכן פקק חדש במוצר טרנסדיוסר,1,29/07/2021 09:06:19,Doc-228858"
"בדיקה ויזואלית  562189   2294095901,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:07:37,Doc-260858"
"מומנט סיבוב ידית לפני זיקון,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:10:25,Doc-260862"
"בדיקת נזילות אחרי זיקון,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:10:25,Doc-260861"
"בדיקת נזילות לפני זיקון,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:10:25,Doc-260860"
"מומנט סיבוב ידית אחרי זיקון,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:10:25,Doc-260859"
"בדיקות תחילת ייצור 562189   2294095901,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0858-Val-1786-Chopped 1Way STP Assembly on WC703,1,23/06/2022 06:10:36,Doc-260863"
"2194051001,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0576-Val-1696-2.8 tube plastisizer change,1,19/05/2021 08:40:43,Doc-225225"
"wedewd_111,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\וולדציה למערכת לא לגעת,1,10/12/2019 16:52:12,Doc-166749"
"515172,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0676-Prj-0621-Celanex MT 2406MT GF20 -  Preliminary test\שרטוט,1,17/04/2022 16:15:06,Doc-254769"
"wedewd_,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\וולדציה למערכת לא לגעת,1,10/12/2019 16:59:45,Doc-166751"
"2194050901,ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0576-Val-1696-2.8 tube plastisizer change,1,19/05/2021 08:40:17,Doc-225224"
"427831- 2194071901 (1),ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0639--Val-1586-Sub Ass of the new body pf SAP for US weld,1,27/09/2021 08:13:17,Doc-240015"
"2194073001 (2),ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0697-Val-Val-1738-LAV Welding Improvement-709-STP,1,31/08/2021 15:18:06,Doc-239375"
"2194073001 (1),ayman.h,DLT-AIMAN-W10   C:\ePDM_Elcam\Documents\1.10\Done\1.10-0697-Val-Val-1738-LAV Welding Improvement-709-STP,1,31/08/2021 15:17:03,Doc-239373"
"651333,ben.e,ENG-RENDOR-W10   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0083-New Transducer Final assembly Machine\2-Spsification\24-Technical_Specification\Document  to T.T,-,05/06/2019 09:58:32,Doc-144909"
"Default,boaz.h,GENESIS   C:\ePDM_Elcam\Master plan\Documents,,28/05/2022 10:55:52,"
"debug,boaz.h,GENESIS   C:\ePDM_Elcam\Master plan\Documents,,28/05/2022 10:55:52,"
"זוהיר,boaz.h,GENESIS   C:\ePDM_Elcam\Master plan\Documents,,28/05/2022 10:55:52,"
"1_11-2286-CARDINAL - STP 3W FFCS2R 1805 XL W-1 MAR MLLR WP RAD,catalina,MRK-CATALINA-HP   C:\ePDM_Elcam\Documents\1_11 - New Part Number,,15/02/2023 11:30:04,"
"ECO-22-0105-HANDLE L.ARM 2022 Sch. 16 Cav 618-425587,daphna.p,MNENG-DELL   C:\ePDM_Elcam\Engineering Changes Records\ECO\2022\ECO-22-0105-HANDLE L.ARM 2022 Sch. 16 Cav 618-425587,1,06/07/2022 23:28:29,Doc-262167"
"ECO-23-0022-ביטול מדבקת שקית נוספת עבור מוצרים מוזרקים שאינם תוצג,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0022-ביטול מדבקת שקית נוספת עבור מוצרים מוזרקים שאינם תוצג,1,30/01/2023 21:40:10,Doc-274160"
"MP-530144,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECR\ECR-22-0232-שינוי MP מקט 530144,,14/02/2023 11:45:56,"
"ECO-23-0019-שינוי תכן אום HP - מונע שבב,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0019-שינוי תכן אום HP - מונע שבב,1,26/01/2023 16:33:22,Doc-273920"
"Sensor PN690605 Rational- IEC 60601,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0072-Approving Kingstec cable + TE sensor on new automatic machine for ICU,1,20/12/2022 11:12:21,Doc-271235"
"ECR-22-0231-שינוי MP מקט 530142,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECR\ECR-22-0231-שינוי MP מקט 530142,1,21/12/2022 09:47:43,Doc-271267"
"Val-1471_Assembling STP HP 1WAY on WC703 - VFR,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Validations\Val-1471-Assembling STP-HP 1WAY on WC703\Val-1471_General_Assembling STP-HP 1WAY on WC703,0,15/06/2021 16:03:11,Doc-226477"
"ECR-22-0232-שינוי MP מקט 530144,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECR\ECR-22-0232-שינוי MP מקט 530144,1,21/12/2022 09:53:16,Doc-271268"
"RE  - פולימר גבולות זמינות ועלות מחטי מינון,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0183-החלפת מחטי מינון בעקבות החלפת דבק - ננופס,-,01/12/2022 11:49:54,Doc-270192"
"נספח  ECO-22-0198-החלפת ספק מחטי מינון של ננופס,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0198-החלפת ספק מחטי מינון של ננופס,1,27/12/2022 12:12:39,Doc-271591"
"ECO-22-0134-עדכון שרטוטי  בונה תבנית של פלגים בולטים ושקועים,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\2022\ECO-22-0134-עדכון שרטוטי  בונה תבנית של פלגים בולטים ושקועים,1,18/08/2022 09:26:30,Doc-265347"
"Copy of Regulation Routing data for Appendix 2 - 2023-01-25T112001.040 (004),dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0009-החלפת ידית אצטל במוצרים סופיים,,14/02/2023 15:27:54,"
"RE_ ECO-22-0189,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\2022\ECO-22-0189-שינוי אריזה עבור ננופאס,-,01/01/2023 11:24:00,Doc-271758"
"565405, 430383, 430382 קובץ מתוקן לשינוי,dima.a,""MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0133-החלפת ידית אצטל במוצרים 565405, 430383, 430382"",1,30/10/2022 11:09:43,Doc-267771"
"ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,1,13/02/2023 13:41:01,Doc-275273"
"ECO-22-0167-שינוי כמות מוצרים בשקית עבור מוצרים מוזרקים לאריזה האפורה,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0167-שינוי כמות מוצרים בשקית עבור מוצרים מוזרקים לאריזה האפורה,1,10/11/2022 13:15:59,Doc-267919"
"RE החלפת מחטי מינון,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0183-החלפת מחטי מינון בעקבות החלפת דבק - ננופס,-,01/12/2022 11:50:08,Doc-270193"
"ECO-23-0031-שינוי מתקן איסוף והפרדה לרכיבי טרמפולינה מק''ט 210716 בתהליך ההזרקה,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0031-שינוי מתקן איסוף והפרדה לרכיבי טרמפולינה מק''ט 210716 בתהליך ההזרקה,1,13/02/2023 20:56:44,Doc-275303"
"נספח ECO-23-0030-עדכון טופס אב של מקט 531012,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0030-עדכון טופס אב של מקט 531012,1,13/02/2023 18:15:21,Doc-275301"
"10430005  10454405 delivered as Elcam products,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0179-Mednet CE labelling change for group of PNs,-,23/11/2022 17:14:29,Doc-269101"
"נספח  ECO-23-0022-ביטול מדבקת שקית נוספת עבור מוצרים מוזרקים שאינם תוצג,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0022-ביטול מדבקת שקית נוספת עבור מוצרים מוזרקים שאינם תוצג,1,30/01/2023 22:04:05,Doc-274161"
"ECO-21-0199-Change body 522464 from Makrolon 3158 to Makrolon RX1805,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\2021\ECO-21-0199-Change body 522464 from Makrolon 3158 to Makrolon RX1805,1,16/01/2022 08:39:01,Doc-248066"
"ECO-23-0030-עדכון טופס אב של מקט 531012,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0030-עדכון טופס אב של מקט 531012,1,13/02/2023 18:06:58,Doc-275300"
"נספח ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,1,13/02/2023 16:47:40,Doc-275296"
"ECO-23-0024-עדכון נוהל 4-03-82 בעקבות תוספת מוצרי MEDTRONIC,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0024-עדכון נוהל 4-03-82 בעקבות תוספת מוצרי MEDTRONIC,1,07/02/2023 11:14:56,Doc-274783"
"נספח ECO-23-0024-עדכון נוהל 4-03-82 בעקבות תוספת מוצרי MEDTRONIC,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0024-עדכון נוהל 4-03-82 בעקבות תוספת מוצרי MEDTRONIC,1,07/02/2023 11:25:04,Doc-274784"
"High Pressure הוראת עבודה 4-03-82 - עמידות  בלחץ נוזל למוצרי ,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0024-עדכון נוהל 4-03-82 בעקבות תוספת מוצרי MEDTRONIC,1,07/02/2023 11:26:59,Doc-274786"
"Equivalence Study report - degassing rooms 123,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,1,13/02/2023 16:47:10,Doc-275295"
"ושסתומים אחרים (מעודכן) O-LAV הוראה 4-03-56 - עמידות לווקום של שסתום,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-22-0169- 4-03-56 עדכון נוהל,1,23/11/2022 11:31:44,Doc-269074"
"ECO-23-0025-MEDNET ADDING UDI TO LABELLING,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0025-MEDNET ADDING UDI TO LABELLING,1,07/02/2023 12:03:38,Doc-274788"
"אלכם מדיקל מעקר 8 - חתום,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0029-הוספת חדר אוורור נוסף לתהליך העיקור של המוצרים ב- MEDIPLAST,1,13/02/2023 16:46:58,Doc-275294"
"נספח 3 לנוהל 2-12-26 - רשימת משימות לביצוע לצורך יישום השינוי,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0025-MEDNET ADDING UDI TO LABELLING,1,07/02/2023 12:38:16,Doc-274790"
"מפרט 0024G של OLAV,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0021-Reduction of the Puresite® trademark name of BBRAUN,-,07/02/2023 16:15:57,Doc-274807"
"ECO-23-0015-עדכון הוראה 4-02-08 ,dima.a,MENG-DIMA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0015-עדכון הוראה 4-02-08,1,25/01/2023 15:32:17,Doc-273808"
"J043RE23425,Dovy,MNENG-DOVY-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\IJ - מחלקת הזרקה\J0 - מתקני עזר\43 - New Reamer\REAMER FOR NEW SAFEPORT,-,02/09/2015 10:20:09,"
"TE10st72851,Dovy,MNENG-DOVY-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TEST-DOVI\10-TEST\station 5,-,16/03/2022 13:48:27,"
"TE10st72851,Dovy,MNENG-DOVY-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TEST-DOVI\10-TEST\station 5,-,16/03/2022 13:47:30,"
"LAJ01203010.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:56:04,"
"LAJ01203005.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:54:47,"
"J0010677629,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\01 - LOYED\06 - בדיקת מתיחה לאלסטומרים של טרנדיוסר,-,22/12/2022 10:55:17,"
"LAJ01203009.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:55:41,"
"LAJ01203000,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,-,18/01/2023 09:38:53,"
"LAJ01203004.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:54:31,"
"LAJ01203001.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:51:43,"
"LAJ01203003.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:54:12,"
"LAJ01203008.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:55:22,"
"LAJ01203007.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:55:04,"
"1173N006_ULTRA-COMPRESSIBLE O-RING,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\06 - VH Covers Weld Tester (Production),-,28/12/2020 14:37:56,"
"LAJ01203002.STEP,dror.s,ENG-DROR-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\J0 - מתקני עזר\12 - מתקן בדיקת ניתוק לוארים\03,,09/02/2023 13:53:36,"
"נספח 1 להוראת עבודה 2-21-03 - רשימת תיוג לתפי עבור הייצור,einav.ch,TPI-EINAV   C:\ePDM_Elcam\Procedure\Procedurs\2ייצור\21  תפי\2-21-03    הוראת עבודה לפעילות מתכננות חומר בייצור בדלתון,12,14/02/2023 14:07:10,Doc-124680"
"Distributions 512016 min - 16 Cav,elena.kh,MNENG-ELENA-HPZ   C:\ePDM_Elcam\Validations\Val-1818-New mold no.425587 HANDLE L.ARM 2022 Sch.16 Cav\Val-1818_OQ_New mold no.425587 HANDLE L.ARM 2022 Sch.16 Cav\בדיקות\כושר תהליך,0,09/02/2023 15:41:01,Doc-275177"
"PRS-0003-Genotropin Injector Pen - Battery - Acceptance Test Procedure -ATP,eli.c,ENG-ELIC-HPZ   C:\ePDM_Elcam\System Project\PRS-0003-Genotropin Injector pen\2-Design Input\Non Product Specification\Battery Specifications\Testing,,08/01/2023 09:12:26,"
"09-02-2023 סטטוס פרויקטים- MACHINE 512,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0080-Assm. Monoblock HP & FDG on WC512\7-Project Management,,09/02/2023 10:01:34,"
"MAJ01176645,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\MA - מחלקת מונובלוק\J0 - מתקני עזר\11 - תחנת פליטה,-,22/12/2022 16:44:22,"
"09-02-2023 סטטוס פרויקטים- MACHINE 704,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0107-WC704 STP Assembly Machine\7-Project Management,,09/02/2023 10:13:27,"
"Val-1473_ Assembly production mean IQ Plan for WC512 HP MONO-DOVI,ella,MNENG-ELLA-P50   C:\ePDM_Elcam\Validations\Val-1473-Assm. Monoblock HP & FDG on WC512\Val-1473_IQ_Assm. Monoblock HP & FDG on WC512\doc with reference,,30/01/2023 14:43:00,"
"Val-1473_Assmbly production mean PQ Plan for WC512 HP Monoblock Upgrage,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\Validations\Val-1473-Assm. Monoblock HP & FDG on WC512\Val-1473_PQ_ Assm. Monoblock HP & FDG on WC512,0,08/02/2023 16:10:32,Doc-274740"
"MAJ01176645,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\MA - מחלקת מונובלוק\J0 - מתקני עזר\11 - תחנת פליטה,-,22/12/2022 16:44:23,"
"Worksheet in FAT PLAN for NUT and ML COVER,ella,MNENG-ELLA-W10   C:\ePDM_Elcam\Validations\Val-1473-Assm. Monoblock HP & FDG on WC512\Val-1473_General_Assm. Monoblock HP & FDG on WC512\STROJ - FAT HP HANDLE,0,07/02/2023 11:26:19,Doc-274785"
"centering pin for LB 3A,ella,MNENG-T430   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\MU - מחלקת מולטיוואק\J0 - מתקני עזר\20 - מתקן למריחת דבק,,25/11/2019 15:34:13,"
"PRJ-0621-HP STP Gamma Compatible-Project review No.2,etay.f,PMO-ETAY   C:\ePDM_Elcam\Projects\PRJ-0621-Irradiation Compatible HP Stopcock\3-Design reviews\Project Monitoring – Project review & budget control & change control,,14/02/2023 14:10:37,"
